ID,Isi berita,label
123,"Nilai tukar dolar Amerika Serikat (AS) melemah terhadap Rupiah pagi ini. Mata uang Paman Sam kini berada di level Rp 17.600. Dikutip dari data Bloomberg, Kamis (3/9/2026), niilai tukar dolar AS berada pada level Rp 17.698 atau melemah 037%. Selanjutnya, pergerakan dolar AS terhadap sejumlah mata uang lainnya bervariasi namun cenderung stagnan. Nilai tukar dolar AS terhadap dolar Kanada, CHF Swiss France, dan dolar Hong Kong berada pada posisi stagnan. Sementara untuk dolar AS melemah 0,36% terhadap yen Jepang. Di sisi lain, nilai tukar dolar AS terhadap won Korea menguat 0,78%. Lihat juga Video BI soal Dolar AS Tembus Rp 17.700: Beda dengan 1998 (hrp/fdl)",Finance
124,"Puluhan ton emas milik Bank Sentral Belanda (De Nederlandsche Bank/DNB) telah dipindahkan ke London, Inggris. Sebelumnya, DNB menyimpan emasnya di kawasan Amerika Utara. Meningkatnya ketidakstabilan geopolitik menjadi alasan utama DNB memindahkan emas. DNB menyatakan 86 ton emas telah dipindahkan dari AS dan Kanada melalui operasi rumit yang memakan waktu beberapa bulan. Emas tersebut kini disimpan di Bank of England, tempat logam mulia itu dapat diperdagangkan dengan lebih mudah dalam situasi krisis. ""Langkah tersebut diperlukan untuk memperkuat ketahanan dan kesiapan kami,"" ujar Presiden DNB Olaf Sleijpen, dikutip dari BBC, Kamis (3/9/2026). Keputusan ini diambil di tengah sengketa perdagangan yang sedang berlangsung antara AS dan Kanada, ketika kedua negara saling memberlakukan tarif baru setelah perundingan perdagangan gagal mencapai kesepakatan. DNB menyebutkan proses pemindahan emas berlangsung antara bulan Maret dan Agustus. Melibatkan pengangkutan 27 ton emas batangan dari New York dan Ottawa, ke Zeist Belanda terlebih dahulu. Emas dengan jumlah dan kualitas serupa kemudian dipindahkan ke London tanpa perlu dilebur ulang. Rincian mengenai bagaimana emas dalam jumlah besar tersebut diangkut melintasi Samudra Atlantik tidak diungkapkan secara rinci. Sisa dari proses pemindahan tersebut dilakukan dengan cara menjual emas di New York dan membelinya kembali di London. DNB tidak merinci apa yang dimaksud dengan ketidakstabilan geopolitik tersebut, namun ekonomi AS masih berada dalam posisi tidak pasti akibat konflik yang sedang berlangsung dengan Iran, yang telah berdampak pada perdagangan global. DNB menyatakan emas yang disimpan di Bank of England dianggap sebagai emas yang paling mudah diperdagangkan di dunia, sehingga lebih siap tersedia dalam situasi krisis dibandingkan jika emas tersebut masih berada di AS atau Kanada. Sebelum pengumuman hari Rabu, DNB menyimpan 31,3% cadangan emasnya di New York dan 19,7% di Ottawa. Angka tersebut kini telah turun menjadi 18,5% di kedua negara tersebut. Total cadangan emas Belanda tercatat sebesar 612,4 ton pada akhir tahun 2025 dengan nilai sebesar €72,2 miliar atau sekitar Rp 1.480 triliun menurut keterangan DNB (kurs Rp 20.500). Porsi emas bank tersebut di London meningkat dari 18,1% menjadi 32,1% setelah langkah tersebut, sementara bank itu masih menyimpan 30,8% cadangannya di Belanda. (hal/ara)",Finance
125,"Bursa Efek Indonesia (BEI) menunda penerapan penghapusan batas minimum harga saham dari Rp 50 menjadi Rp 1. Kebijakan yang semula berlaku mulai 7 September 2026 itu ditunda karena masih ada delapan Anggota Bursa (AB) yang belum siap. Direktur Utama BEI Jeffrey Hendrik mengatakan masih ada delapan AB yang belum siap menerapkan kebijakan tersebut. Sementara itu, berdasarkan hasil uji coba, sebanyak 83 AB menyatakan telah siap mengimplementasikan aturan baru tersebut. ""Jadi untuk persiapan penghapusan harga minimum Rp 50 itu sudah dua kali kita mengadakan mock trading. Dari dua kali mock trading itu hasil sementara adalah 83 anggota bursa sudah siap, tetapi 8 anggota bursa itu belum siap,"" ujar Jeffrey kepada wartawan di Gedung BEI, dikutip Rabu (2/9/2026). Jeffrey mengatakan, BEI terus berkomunikasi intens dengan AB yang belum siap menerapkan kebijakan baru ini. BEI juga menargetkan implementasi penuh penghapusan batas minimum harga saham berlaku pada minggu ketiga atau keempat September. ""Dengan pendampingan yang akan kita berikan, kemudian target untuk live kita menjadikan di minggu ketiga atau minggu keempat bulan September. Karena kita akan menunggu kesiapan dari seluruh anggota bursa,"" jelas Jeffrey. Jeffrey menambahkan, banyak saham yang harganya Rp 50 sulit diperdagangkan karena minim transaksi. Dengan kebijakan baru ini, BEI berharap perdagangan saham-saham tersebut menjadi lebih ramai sehingga likuiditasnya meningkat dan investor lebih mudah melakukan transaksi. ""Sebagian besar dari saham yang saat ini ada di harga Rp 50 adalah saham-saham yang tidak likuid. Jadi tentu tujuannya adalah untuk memberikan likuiditas kepada investor yang selama ini tidak bisa mendapatkan likuiditas dari saham-saham tersebut, itu tujuan utamanya. Dan yang kedua adalah price discovery, pembentukan harganya adalah di harga yang lebih wajar,"" terang Jeffrey. (ahi/hns)",Finance
126,"Otoritas Jasa Keuangan (OJK) telah mencabut izin usaha 12 Bank Perekonomian Rakyat (BPR) dan satu Bank Perekonomian Rakyat Syariah (BPRS) sepanjang Januari hingga September 2026. Dengan begitu, ke-13 bank tersebut resmi tutup alias gulung tikar. Pencabutan izin itu dilakukan melalui keputusan anggota komisioner OJK, salah satunya terkait kondisi bank tidak sehat lantaran kekurangan modal. Terbaru, OJK resmi mencabut izin usaha PT Bank Perekonomian Rakyat Syariah (BPRS) Gaido Indonesia yang beralamat di Jalan Raya Bandung Nomor 75, Sadewata, Kecamatan Karangtengah, Kabupaten Cianjur, Provinsi Jawa Barat sejak 1 September 2026. ""Pencabutan izin usaha PT Bank Perekonomian Rakyat Syariah Gaido Indonesia merupakan bagian tindakan pengawasan yang dilakukan OJK untuk terus memperkuat industri perbankan serta menjaga kepercayaan masyarakat,"" tulis pengumuman dalam keterangan tertulis dikutip, Rabu (2/9/2026). | Baca juga: OJK Cabut Izin Usaha BPRS Gaido Indonesia | Pada penutupan ini, OJK telah menetapkan BPRS Gaido Indonesia sebagai bank dalam status pengawasan BPRS Dalam Penyehatan (BDP) sejak 15 Agustus 2025. Di mana berdasarkan Rasio Kewajiban Pemenuhan Modal Minimum (KPMM) PT Bank Perekonomian Rakyat Syariah Gaido Indonesia di bawah ketentuan yakni negatif 7,56% dan peringkat kesehatan selama dua periode berturut-turut adalah Peringkat Komposit 5 (PK-5), yaitu pada periode Desember 2024 dan Juni 2025. Selanjutnya, pada tanggal 13 Agustus 2026, OJK menetapkan PT Bank Perekonomian Rakyat Syariah Gaido Indonesia sebagai Bank dengan status pengawasan BPR Syariah Dalam Resolusi (BDR). OJK pun telah memberikan waktu yang cukup kepada Pengurus dan Pemegang Saham PT Bank Perekonomian Rakyat Syariah Gaido Indonesia untuk melakukan upaya penyehatan khususnya dalam mengatasi permasalahan permodalan dan likuiditas sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan (POJK) Nomor 28 Tahun 2023 tanggal 29 Desember 2023 tentang Penetapan Status dan Tindak Lanjut Pengawasan Bank Perekonomian Rakyat dan Bank Perekonomian Rakyat Syariah. Meski demikian, Pengurus dan Pemegang Saham PT Bank Perekonomian Rakyat Syariah Gaido Indonesia tidak dapat melakukan penyehatan sesuai persyaratan. Berdasarkan Keputusan Anggota Dewan Komisioner Bidang Program Penjamin Simpanan dan Resolusi Bank Lembaga Penjamin Simpanan Nomor 118/ADK3/2026 tanggal 20 Agustus 2026 tentang Cara Penanganan Bank Dalam Resolusi PT BPR Syariah Gaido Indonesia, Lembaga Penjamin Simpanan (LPS) memutuskan cara penanganan Bank Dalam Resolusi PT Bank Perekonomian Rakyat Syariah Gaido Indonesia dengan melakukan likuidasi bank dan meminta OJK untuk mencabut izin usaha PT Bank Perekonomian Rakyat Syariah Gaido Indonesia. Menindaklanjuti permintaan LPS tersebut, maka berdasarkan Pasal 19 POJK di atas, OJK melakukan pencabutan izin usaha PT Bank Perekonomian Rakyat Syariah Gaido Indonesia. Dengan pencabutan izin usaha ini, LPS akan menjalankan fungsi penjaminan dan melakukan proses likuidasi sesuai Undang-undang Republik Indonesia Nomor 24 Tahun 2004 tentang Lembaga Penjamin Simpanan dan Undang-Undang Republik Indonesia Nomor 4 Tahun 2026 tentang Perubahan atas Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan. OJK pun meminta nasabah BPRS Gaido Indonesia diharapkan tetap tenang dan tidak terpengaruh oleh informasi yang tidak dapat dipertanggungjawabkan. Dana masyarakat pada perbankan, termasuk BPR Syariah, dijamin oleh LPS sesuai dengan ketentuan yang berlaku. Daftar 13 Bank Tutup Periode Januari-September 2026 1. PT BPR Suliki Gunung Mas, Sumatra Barat 2. PT BPR Prima Master Bank, Surabaya, Jawa Timur 3. Perumda BPR Bank Cirebon, Jawa Barat 4. PT BPR Kamadana, Bangli, Bali 5. PT BPR Koperindo Jaya, Jakarta Pusat 6. PT BPR Pembangunan Nagari, Agam, Sumatra Barat 7. PT BPR Sungai Rumbai, Dharmasraya, Sumatera Barat 8. PT BPR Ceper Permata Artha, Klaten, Jawa Tengah 9. PT BPR Dwicahaya Nusaperkasa, Batu, Jawa Timur 10. PT BPR Mataram Mitra Manunggal, Yogyakarta 11. PT BPR Syariah Hasanah Mandiri, Depok, Jawa Barat 12. PT BPR Citra Bersada Abadi, Bintara, Bekasi Barat, Kota Bekasi. 13. PT Bank Perekonomian Rakyat Syariah (BPRS) Gaido Indonesia, Cianjur, Jawa Barat",Finance
127,"Gubernur Bank Indonesia (BI) Destry Damayanti menyampaikan bahwa saat ini kondisi sistem keuangan global masih menghadapi ketidakpastian yang tinggi. Hal ini seiring dengan situasi higher for longer, di mana suku bunga tinggi diperkirakan bertahan lebih lam Dengan kondisi itu, Destry mengatakan akan mempengaruhi perekonomian Indonesia. Oleh karena itu, posisi awal BI akan tetap difokuskan pada upaya menjaga stabilitas nilai tukar rupiah. ""Jadi kan memang kita menghadapi situasi higher for longer. Jadi artinya ketidakpastian global itu masih sangat tinggi dan itu tentu sedikit banyak akan mempengaruhi di kita, sehingga yang menjadi stance kita di awal ini memang tetap kita akan fokus kepada stabilitas,"" ujar Destry di Gedung MA, Jakarta Pusat, Rabu (2/9/2026). Di satu sisi, Destry menegaskan bahwa BI memiliki sejumlah instrumen kebijakan yang dapat digunakan untuk merespons kondisi ekonomi tersebut. Setidaknya ada tiga kebijakan utama BI, yakni kebijakan moneter, makroprudensial, dan sistem pembayaran. ""Belum kebijakan lainnya yang terkait dengan UMKM, ekonomi keuangan syariah, dan tentunya pedalaman pasar keuangan. Nah tentunya di kebijakan itu kita akan bermain mana yang akan lebih pro stability, mana yang akan lebih pro growth,"" katanya. Destry mencontohkan kebijakan makroprudensial yang selama ini diarahkan untuk mendorong pertumbuhan ekonomi. Salah satunya dengan memberikan insentif kepada perbankan yang menyalurkan kredit ke sektor-sektor prioritas. ""Nah jadi kombinasi atau kami sebutnya bauran kebijakan itu akan tetap menjadi tools bagi kita lah ya, dalam merumuskan suatu kebijakan,"" katanya. (hrp/fdl)",Finance
128,"Destry Damayanti resmi dilantik sebagai Gubernur Bank Indonesia (BI) periode 2026-2031. Mengemban amanah baru, Destry berterima kasih kepada Presiden Prabowo Subianto serta DPR RI. Destry menekankan komitmennya untuk menjalankan amanah secara optimal dengan berpedoman pada prinsip 3 I plus S, yakni impactful, inklusif, integratif melalui sinergi Merah Putih demi mewujudkan Indonesia maju. Menghadapi dinamika global yang masih diwarnai ketidakpastian dan kondisi higher for longer, Destry menegaskan prioritas utama kebijakan BI, yakni menjaga stabilitas ekonomi guna memperluas ruang pertumbuhan ekonomi nasional, termasuk upaya dalam menjaga inflasi. ""Kita akan mengupayakan stabilitas, dan tentunya untuk mencapai stabilitas kita bisa bekerja sama, jadi tidak dengan Bank Indonesia sendiri, kita bisa mengajak tentunya bersama dengan sinergi Merah Putih itu,"" ujar Destry dalam konferensi pers di Mahkamah Agung, Jakarta Pusat, Rabu (2/9/2026). Pembagian Tugas Terkait pembagian tugas di Bank Indonesia (BI), Destry menjelaskan sistem pembidangan di BI memiliki karakteristik yang berbeda dibandingkan lembaga lain, seperti OJK atau LPS yang mengenal posisi kepala eksekutif dengan bidang yang sangat khusus. Destry menjelaskan di BI ada enam Anggota Dewan Gubernur (ADG) yang masing-masing menjadi pengampu pada bidang satuan kerja tertentu. Namun, hal tersebut tidak berarti seluruh keputusan berada di tangan ADG pengampu saja. Keputusan tertinggi di BI tetap berada di dalam forum Rapat Dewan Gubernur (RDG). ""Jadi, siapapun pembidangan ini kita biasanya akan bahas lagi, karena kita itu biasanya suka putar. Jadi, bisa saja sekarang dia pegang bidang, misalnya kayak sekarang saya pegang ekonomi syariah, nanti ke depan mungkin bisa Pak Solikin pegang ekonomi syariah atau juga pegang bidang-bidang lain yang selama ini saya pegang, bisa juga nantikan Ibu Aida juga pegang itu, apakah UMKM ataupun kebijakan lainnya. Jadi, pembidangan itu sebenarnya sesuatu hal yang fluid, jadi dia bisa kita putar,"" beber Destry. Sebelumnya, Destry mengatakan langkah pertama usai dilantik menjadi Gubernur BI, yakni mengumpulkan Anggota Dewan Gubernur (ADG) BI untuk membagi fokus pembidangan tugas. ""Kita kan harus duduk bersama dulu, semua ADG lengkap kita. Kita pembagian bidang dulu nih, karena kalau di Bank Indonesia kan masing-masing ADG punya bidang-bidang yang akan dibawahi,"" kata Destry usai rapat Paripurna DPR RI di Kompleks Parlemen Senayan, Jakarta Pusat, Selasa (1/9/2026). Destry menjelaskan penetapan struktur pembidangan ini penting agar pelaksanaan tugas dan fungsi pengawasan di BI dapat langsung berjalan efektif. Meski tentu dalam pelaksanaannya pembagian fokus pembidangan tugas ini dapat berganti sesuai kebutuhan dan kondisi yang ada. ""Itu sifatnya nggak statis. Karena nanti kita bisa akan tukar, berapa tahun sekali mungkin kita tukar. Jadi misalnya pembidangan tuh kayak 'oh siapa yang pegang kebijakan ekonomi moneter, siapa yang makroprudensial, siapa yang pendalaman pasar keuangan', dan seterusnya,"" jelasnya. (rea/ara)",Finance
129,"Kebutuhan wisatawan mulai bergeser. Perjalanan tidak lagi hanya soal memilih destinasi, tetapi juga memperhatikan kenyamanan dan kebugaran selama bepergian. Perubahan tersebut terlihat dalam gelaran Garuda Indonesia Travel Fair (GATF) 2026 di Trans Studio Mall Bali, Denpasar, pada 28-30 Agustus 2026. Tahun ini, GATF untuk pertama kalinya digelar terintegrasi dengan Garuda Indonesia Umrah Travel Fair (GUTF) dalam satu rangkaian. Perhelatan tersebut mempertemukan sektor perjalanan, pariwisata, dan gaya hidup. Salah satu tren yang mulai diperhatikan adalah travel wellness. Konsep ini menempatkan kenyamanan dan kebugaran tubuh sebagai bagian dari pengalaman perjalanan, baik untuk liburan, perjalanan bisnis, maupun aktivitas sehari-hari. Salah satu pelaku usaha yang melihat peluang tersebut adalah Kutus Kutus. Dalam gelaran GATF di Bali, brand tersebut memperkenalkan konsep travel wellness sekaligus menawarkan berbagai program kepada pengunjung. Owner Kutus Kutus, Fazli Hasniel Sugiharto atau Arniel, mengatakan perjalanan tidak hanya berkaitan dengan tujuan, tetapi juga kondisi tubuh selama perjalanan. ""Perjalanan bukan hanya tentang mencapai tujuan, tetapi juga tentang menikmati setiap prosesnya dengan tubuh yang tetap nyaman dan seimbang. Itulah mengapa kami melihat wellness sebagai bagian dari pengalaman perjalanan modern,"" ujar Fazli, dalam keterangannya, Minggu (30/8/2026). Menurutnya, mobilitas tinggi, perubahan cuaca, serta padatnya aktivitas selama perjalanan dapat membuat pengalaman bepergian menjadi melelahkan. Kondisi tersebut membuat rutinitas wellness mulai ditempatkan sebagai bagian dari persiapan maupun aktivitas setelah bepergian. Tren tersebut dinilai relevan dengan perkembangan pariwisata di Bali yang menggabungkan aktivitas wisata dengan gaya hidup, relaksasi, dan kedekatan dengan alam. Arniel berharap kehadiran konsep wellness di berbagai ruang publik dapat memperluas pemahaman masyarakat mengenai gaya hidup tersebut. ""Kami berharap kehadiran Kutus Kutus di berbagai ruang publik, termasuk Garuda Indonesia Travel Fair, dapat memperluas pemahaman bahwa wellness bukan sekadar rutinitas sesaat, melainkan bagian dari gaya hidup yang menemani masyarakat dalam setiap aktivitasnya."" Perkembangan ini menunjukkan industri perjalanan mulai memperluas penawaran di luar pengalaman destinasi. Kenyamanan dan kebugaran selama perjalanan menjadi salah satu aspek yang mulai diperhitungkan wisatawan. Dengan meningkatnya mobilitas masyarakat untuk perjalanan domestik maupun internasional, travel wellness berpotensi menjadi salah satu ceruk usaha dalam ekosistem pariwisata dan gaya hidup. (fdl/fdl)",Finance
130,"Pelaku Usaha Mikro dan Kecil (UMK) kembali mendapat kesempatan mengikuti program pembinaan yang mencakup penguatan usaha hingga persiapan masuk pasar ekspor. Pendaftaran Pertamina UMK Academy 2026 dibuka secara daring pada 21-31 Agustus 2026 melalui laman umkacademy.id/onboarding. Program tersebut ditujukan untuk membantu pelaku UMK meningkatkan kemampuan pengelolaan usaha, mengembangkan produk, memanfaatkan teknologi, hingga memperluas akses pasar. Vice President Corporate Communication PT Pertamina (Persero), Muhammad Baron, mengatakan peserta tidak hanya mendapatkan materi pembelajaran, tetapi juga pendampingan untuk menerapkannya dalam pengembangan usaha. ""Melalui Pertamina UMK Academy, Pertamina tidak hanya memberikan pengetahuan, tetapi juga mendampingi pelaku UMK untuk menerapkan pembelajaran secara langsung dalam pengembangan usahanya. Peserta didorong memperkuat tata kelola, meningkatkan kualitas produk, memanfaatkan teknologi, berkolaborasi, serta memperluas akses pasar,"" ujar Baron. Pertamina UMK Academy telah berjalan sejak 2020. Program ini memiliki dua tahap pembinaan, yakni regional dan nasional. Pada tahap regional, peserta mendapat materi dasar pengembangan usaha sesuai sektor masing-masing. Peserta yang lolos kemudian mengikuti pembinaan nasional berdasarkan tingkat kesiapan usahanya. Pembinaan nasional dibagi menjadi empat kelas. Go Modern berfokus pada pengelolaan usaha, Go Digital pada pemanfaatan teknologi digital, Go Online pada optimalisasi kanal daring dan perluasan pasar, sedangkan Go Global diarahkan untuk mempersiapkan UMK memasuki pasar business-to-business (B2B), baik domestik maupun ekspor. Pada 2026, terdapat pula materi Go Green dan Go Aggregator. Go Green membahas penerapan praktik usaha yang lebih ramah lingkungan, sementara Go Aggregator membekali peserta untuk membangun kolaborasi dan memperluas akses pasar bersama pelaku UMK lainnya. ""Setiap pelaku UMK memiliki kebutuhan dan tingkat kesiapan yang berbeda. Karena itu, materi serta pendampingan disesuaikan dengan posisi dan perkembangan usaha masing-masing agar proses pembinaan memberikan hasil yang lebih nyata dan terukur,"" tambah Baron. Pada pelaksanaan 2025, lebih dari 2.000 pelaku UMK mendaftar. Sebanyak 1.430 peserta mengikuti pembinaan tahap regional dan 760 peserta melanjutkan ke tahap nasional. Dari jumlah tersebut, 581 peserta dinyatakan lulus dan naik kelas. Salah satu peserta adalah Melani Septina Mutya Surya, pemilik usaha kerajinan sepatu NOBF asal Mojokerto. Ia meraih juara pertama kelas Go Global UMK Academy 2025. Menurut Melani, pembinaan yang diterimanya membantu meningkatkan kualitas produk sekaligus mengembangkan usahanya. ""Berbagai pembekalan bisnis, pendampingan intensif, serta dukungan alat produksi membantu kami mengoptimalkan pengembangan produk sekaligus semakin memahami peluang dan kondisi pasar untuk pengembangan usaha,"" ujar Melani. Pertamina membuka kesempatan bagi pelaku UMK dari berbagai sektor dan wilayah untuk mengikuti program 2026. ""Pertamina mengajak pelaku UMK dari berbagai sektor dan wilayah untuk memanfaatkan kesempatan ini. Kami berharap semakin banyak usaha lokal yang tumbuh tangguh, mandiri, kreatif, dan berdaya saing serta memberikan dampak ekonomi bagi masyarakat di sekitarnya,"" tutup Baron. (fdl/fdl)",Finance
131,"Pelaku usaha mikro, kecil, dan menengah (UMKM) di kawasan Tiyasan, Sleman, mendapat ruang untuk mengembangkan usaha sekaligus memperluas aktivitas ekonomi masyarakat. Hal tersebut menjadi bagian dari Suadesa Festival 2026 yang digelar pada 22-23 Agustus 2026 di kawasan Tiyasan, Sleman, Daerah Istimewa Yogyakarta. Kegiatan tersebut mempertemukan aktivitas usaha, kuliner, hiburan, edukasi, serta pemanfaatan energi gas bumi. Sekretaris Daerah Kabupaten Sleman Abu Bakar mengatakan kawasan Tiyasan dalam beberapa tahun terakhir mengalami perkembangan aktivitas ekonomi dan sosial masyarakat. ""Sepuluh tahun lalu Tiyasan belum begitu familiar di Yogyakarta, khususnya di Sleman. Dulu hanya menjadi jalan pintas dari Ngaglik menuju Terminal Condongcatur. Sekarang kita bisa meramaikan kawasan ini, anak-anak bisa berkumpul, dan ada perputaran rezeki (ekonomi) bagi pelaku usaha maupun masyarakat,"" ujar Abu Bakar dalam pembukaan Suadesa Festival, Sabtu (22/8/2026) malam. Menurutnya, aktivitas di kawasan tersebut dapat membuka peluang ekonomi bagi pelaku usaha dan masyarakat sekitar. ""Dengan keterlibatan BUMN seperti PGN dalam pelaksanaan aktivitas lokal, ada perputaran rezeki di situ. Baik bagi pelaku usaha, masyarakat, maupun warga Tiyasan,"" tambahnya. Direktur Tanggung Jawab Sosial dan Lingkungan (TJSL) BP BUMN Edi Eko Cahyono mengatakan pengembangan UMKM perlu didukung dengan ekosistem yang dapat membantu usaha tetap berjalan setelah kegiatan berakhir. ""Kami memberikan wadah kepada UMKM dengan ekosistem yang dibutuhkan supaya UMKM kita semakin maju. Meskipun nanti kegiatan selesai, manfaatnya kami harapkan bisa terus berlanjut,"" kata Edi. Sementara itu, Direktur Infrastruktur & Teknologi PGN Hery Murahmanta mengatakan aktivitas ekonomi masyarakat di kawasan tersebut juga didukung dengan pemanfaatan energi yang lebih bersih, salah satunya Compressed Natural Gas (CNG). ""Secara ekonomi, bapak-ibu disiapkan tempat untuk berjualan agar bisa mandiri. Kemudian secara sosial disiapkan oleh Pemkab Sleman dalam kegiatan yang luar biasa. Kita juga menyiapkan tempat untuk memasak dengan energi yang bersih,"" tutur Hery dihadapan para pelaku UMKM dan masyarakat yang hadir di Suadesa Festival. Menurut Hery, aktivitas perdagangan, hiburan, dan penggunaan energi dapat berjalan dalam satu kawasan sehingga menciptakan kegiatan ekonomi bagi masyarakat. ""Kita bisa jualan, ada pembeli, ada hiburannya, ada energinya. Sehingga konsumen bisa nyambung semua. Ini kita harapkan menjadi langkah pertama,"" tuturnya. Selain penggunaan CNG, PGN juga mengembangkan infrastruktur gas bumi di Kabupaten Sleman. Saat ini sekitar 4.500 sambungan rumah tangga telah terhubung dengan jaringan gas (jargas) di wilayah tersebut. Hery mengatakan infrastruktur gas bumi tersebut dapat mendukung kebutuhan energi masyarakat dan kegiatan usaha di daerah. ""PGN Group berusaha menyiapkan infrastruktur untuk energi yang ada, dan energinya bisa berkesinambungan. Bapak-Ibu nanti bisa menggunakan CNG maupun gas yang selama ini sudah digunakan oleh saudara-saudara kita di Kabupaten Sleman,"" pungkas Hery. (fdl/fdl)",Finance
132,"PT Swayasa Prakasa Tbk (SWAP) dikabarkan menunda rencana penawaran umum perdana saham atau Initial Public Offering (IPO). Sebelumnya, perseroan diperkirakan melakukan pencatatan saham di Bursa Efek Indonesia (BEI) pada 10 September 2025. Direktur Penilaian Perusahaan BEI, Saidu Solihin, mengaku telah menerima surat penundaan IPO SWAP pada Selasa (1/9) kemarin. Penundaan dilakukan karena perseroan belum mendapat pernyataan efektif dari Otoritas Jasa Keuangan (OJK). ""Berdasarkan surat yang diterima, rencana penundaan dilakukan karena sampai dengan tanggal 1 September 2026, PT Swayasa Prakarsa Tbk belum memperoleh Pernyataan Efektif dari Otoritas Jasa Keuangan untuk melaksanakan penawaran umum,"" ungkap Saidu dalam keterangannya, Rabu (2/9/2026). Pada proses pemenuhan administrasi, Saidu mengatakan SWAP masih menggunakan laporan keuangan per 28 Februari 2026. Dengan demikian, masa berlaku laporan keuangan tersebut hanya sampai 31 Agustus 2026. Sebagai informasi, SWAP merupakan perusahaan manufaktur produk kesehatan berbasis riset milik Universitas Gadjah Mada (UGM). SWAP berencana menawarkan maksimal 323 juta saham baru atau setara 30,30% modal yang ditempatkan dan disetor penuh setelah penawaran umum. Berdasarkan prospektus, SWAP menetapkan harga penawaran di rentang Rp 130-Rp 140 per saham. Pada aksi korporasi ini, Swayasa Prakasa menunjuk PT Sukadana Prima Sekuritas sebagai penjamin pelaksana emisi efek. ""Jumlah seluruh nilai penawaran umum sebanyak-banyaknya adalah Rp 45.220.000.000,"" tulis Manajemen SWAP, dikutip Minggu (23/8/2026). (ahi/hns)",Finance
133,"Indeks Harga Saham Gabungan (IHSG) ditutup di zona merah pada perdagangan hari ini. IHSG ditutup pada level 6.500-an. Dikutip dari RTI Business, Rabu (2/9/2026), IHSG ditutup di level 6.595,7 atau melemah 0,06%. IHSG hari ini dibuka pada 6.625,3 mencapai titik tertinggi di level 6.629,5 dan terendah di 6.561,0. Volume transaksi sebanyak 63.699 miliar saham dengan nilai sebesar Rp 16.756 triliun. Adapun frekuensi saham yang diperdagangkan hari ini mencapai 2.451.768 kali. Pada penutupan perdagangan hari ini, tercatat 282 saham menguat, 321 saham melemah, dan 186 saham yang stagnan. Secara harian IHSG melemah, namun secara mingguan IHSG menguat sebesar 2,97% dan secara bulanan menguat sebesar 5.79%. Lalu secara tiga bulanan melemah 7.59% dan secara enam bulanan melemah sebesar 17,88%. Tonton juga video ""Mau Tingkatkan Likuiditas, BEI Wacanakan Hapus Batas Rp 50 Saham"" (hrp/fdl)",Finance
134,"Mahkamah Agung (MA) melantik Destry Damayanti sebagai Gubernur Bank Indonesia (BI), Aida S. Budiman sebagai Deputi Gubernur Senior BI, dan Solikin M. Juhro sebagai Deputi Gubernur BI. Ketiganya mengucapkan sumpah jabatan di hadapan Ketua MA, Sunarto sore ini di MA, Jakarta Pusat, Rabu (2/9/2026). ""Langsung atau tidak langsung, dengan nama dan dalih apapun tidak memberikan atau menjanjikan untuk memberikan sesuatu kepada siapapun juga. Saya bersumpah, bahwa saya dalam melakukan atau tidak melakukan sesuatu, dalam jabatan ini tidak akan menerima langsung atau tidak langsung, dari siapapun juga sesuatu janji atau pemberian dalam bentuk apapun. Saya bersumpah, bahwa,"" sambung ketiganya secara bersamaan. ""Dengan sebaik-baiknya dan penuh rasa tanggung jawab. Saya berjanji, bahwa saya akan setia terhadap negara konstitusi dan haluan negara,"" tutup ketiganya. Sebelumnya, DPR telah menyepakati Destry Damayanti sebagai Gubernur BI periode 2026-2031 dalam Sidang Rapat Paripurna. Ia dilantik menggantikan Perry Warjiyo yang mundur dari jabatannya pada 25 Juli yang lalu. ""Pimpinan Dewan mengucapkan selamat kepada calon Gubernur, Deputi Gubernur Senior, dan Deputi Gubernur Bank Indonesia. Semoga dapat menjalankan amanah ini dapat dijalankan dengan penuh integritas, bertanggung jawab dan tetap amanah,"" kata Ketua DPR RI Puan Maharani dalam Rapat Paripurna DPR RI ke-4 Masa Persidangan I Tahun Sidang 2026-2027, Selasa (1/9/2026). Rapat tersebut juga ikut menyetujui Aida S. Budiman sebagai Deputi Gubernur Senior BI dan Solikin M. Juhro sebagai Deputi Gubernur BI, keduanya untuk periode 2026-2031. Ketiga pejabat BI ini telah melakukan uji kelayakan dengan Komisi XI DPR. ""Selanjutnya Komisi XI telah melaksanakan uji kelayakan dan kepatutan 'fit and proper test' terhadap saudari Destry Damayanti sebagai calon Gubernur Bank Indonesia dan saudari Aida S. Budiman sebagai calon Deputi Gubernur Senior BI pada hari Rabu, 26 Agustus, serta Saudara Solikin M. Juhro serta Anwar Basori sebagai calon Deputi Gubernur BI pada Kamis, 27 Agustus,"" ujar Ketua Komisi XI DPR RI Mukhamad Misbakhun. Tonton juga video ""Tok! DPR Tetapkan Destry Damayanti Jadi Gubernur BI 2026-2031"" (rea/ara)",Finance
